,open,close,high,low,value,volume,begin,end
1026,84.03,85.57,85.6,83.2,27742872981.1,327830520,2011-09-08 00:00:00,2011-09-08 23:59:59
1027,84.82,83.2,85.48,82.9,22342535139.1,265032890,2011-09-09 00:00:00,2011-09-09 23:59:59
1028,81.37,79.63,81.66,78.6,23864201173.5,298405070,2011-09-12 00:00:00,2011-09-12 23:59:59
1029,80.95,80.41,81.31,78.35,25227843738.3,314890280,2011-09-13 00:00:00,2011-09-13 23:59:59
1030,79.24,80.04,81.45,78.73,21447684891.4,266667560,2011-09-14 00:00:00,2011-09-14 23:59:59
1031,81.0,80.9,82.39,80.5,26302178664.9,322552270,2011-09-15 00:00:00,2011-09-15 23:59:59
1032,81.78,81.49,82.48,80.16,23221204033.2,285289070,2011-09-16 00:00:00,2011-09-16 23:59:59
1033,80.9,80.07,81.1,79.71,17020618622.5,211711300,2011-09-19 00:00:00,2011-09-19 23:59:59
1034,80.07,81.8,82.59,80.03,24432468123.3,299449870,2011-09-20 00:00:00,2011-09-20 23:59:59
1035,81.6,81.72,81.99,80.86,15802425940.7,193823910,2011-09-21 00:00:00,2011-09-21 23:59:59
1036,79.82,73.8,79.9,73.76,29657001855.6,383081750,2011-09-22 00:00:00,2011-09-22 23:59:59
1037,73.0,69.99,73.37,67.16,32629311966.7,463152830,2011-09-23 00:00:00,2011-09-23 23:59:59
1038,68.98,69.4,71.99,66.02,31568143668.7,451641490,2011-09-26 00:00:00,2011-09-26 23:59:59
1039,71.59,72.72,72.85,71.02,25560404027.9,355182190,2011-09-27 00:00:00,2011-09-27 23:59:59
1040,71.71,71.0,72.3,70.79,17287361176.2,241725490,2011-09-28 00:00:00,2011-09-28 23:59:59
1041,70.35,74.7,75.74,69.94,30201594091.6,413363890,2011-09-29 00:00:00,2011-09-29 23:59:59
1042,74.24,70.44,75.0,70.06,28415656443.8,394684060,2011-09-30 00:00:00,2011-09-30 23:59:59
1043,68.4,68.2,69.87,67.07,21675758595.4,317341990,2011-10-03 00:00:00,2011-10-03 23:59:59
1044,67.12,62.65,68.79,60.91,29670886885.1,458051540,2011-10-04 00:00:00,2011-10-04 23:59:59
1045,64.99,62.79,65.0,61.1,33521915726.0,533261920,2011-10-05 00:00:00,2011-10-05 23:59:59
1046,63.86,65.8,66.2,63.55,30300940684.9,464463130,2011-10-06 00:00:00,2011-10-06 23:59:59
1047,66.76,68.22,68.48,66.56,24969072738.8,369318650,2011-10-07 00:00:00,2011-10-07 23:59:59
1048,68.77,70.6,70.6,67.04,21828000438.7,318242130,2011-10-10 00:00:00,2011-10-10 23:59:59
1049,70.7,70.1,71.08,69.12,22753692712.0,324986780,2011-10-11 00:00:00,2011-10-11 23:59:59
1050,69.75,74.11,74.69,69.61,33911125717.7,467171260,2011-10-12 00:00:00,2011-10-12 23:59:59
1051,73.7,75.0,76.49,73.62,39965676765.0,533175840,2011-10-13 00:00:00,2011-10-13 23:59:59
1052,75.74,80.72,80.88,74.16,48468106261.8,619491270,2011-10-14 00:00:00,2011-10-14 23:59:59
1053,81.6,79.1,84.55,78.75,46866361868.5,572735700,2011-10-17 00:00:00,2011-10-17 23:59:59
1054,78.5,78.19,79.58,75.85,44867978909.1,579376160,2011-10-18 00:00:00,2011-10-18 23:59:59
1055,79.13,80.74,81.76,78.8,39226490471.0,487969800,2011-10-19 00:00:00,2011-10-19 23:59:59
1056,79.16,80.84,82.38,78.09,43655077997.7,546032640,2011-10-20 00:00:00,2011-10-20 23:59:59
1057,81.5,81.9,82.17,80.1,24732836511.4,304999220,2011-10-21 00:00:00,2011-10-21 23:59:59
1058,83.23,84.29,84.53,82.39,30023985118.6,359643880,2011-10-24 00:00:00,2011-10-24 23:59:59
1059,84.3,82.09,84.34,80.71,28110336577.6,339668770,2011-10-25 00:00:00,2011-10-25 23:59:59
1060,81.55,83.55,85.38,81.54,32787156604.8,392284520,2011-10-26 00:00:00,2011-10-26 23:59:59
1061,85.23,85.46,86.95,85.0,30852468709.1,358880750,2011-10-27 00:00:00,2011-10-27 23:59:59
1062,86.48,85.4,86.79,84.05,29411455085.6,345049430,2011-10-28 00:00:00,2011-10-28 23:59:59
1063,84.5,81.88,85.14,81.81,23172684504.1,277931430,2011-10-31 00:00:00,2011-10-31 23:59:59
1064,80.72,77.2,81.0,76.48,28086507448.4,357337540,2011-11-01 00:00:00,2011-11-01 23:59:59
1065,77.7,78.92,79.5,76.4,33744604868.1,431567530,2011-11-02 00:00:00,2011-11-02 23:59:59
1066,77.6,80.9,81.22,75.85,40668189238.7,516010050,2011-11-03 00:00:00,2011-11-03 23:59:59
1067,81.04,82.53,82.68,80.08,25663200097.1,316084930,2011-11-07 00:00:00,2011-11-07 23:59:59
1068,82.48,84.22,84.98,82.16,24152464754.1,287260010,2011-11-08 00:00:00,2011-11-08 23:59:59
1069,85.0,78.7,86.09,78.68,40920421645.8,498328310,2011-11-09 00:00:00,2011-11-09 23:59:59
1070,77.5,80.4,81.62,76.52,44580235013.6,565957610,2011-11-10 00:00:00,2011-11-10 23:59:59
1071,81.9,80.8,81.9,79.02,25170417034.9,313796490,2011-11-11 00:00:00,2011-11-11 23:59:59
1072,81.9,80.12,82.43,79.68,26233978504.9,323408070,2011-11-14 00:00:00,2011-11-14 23:59:59
1073,79.92,80.6,80.88,78.52,27461191418.7,344015240,2011-11-15 00:00:00,2011-11-15 23:59:59
1074,79.6,79.75,81.1,79.0,23978936909.4,299466310,2011-11-16 00:00:00,2011-11-16 23:59:59
1075,79.75,80.45,81.63,77.65,33412973170.5,419760950,2011-11-17 00:00:00,2011-11-17 23:59:59
1076,78.95,80.03,80.65,78.33,20898400139.4,262470430,2011-11-18 00:00:00,2011-11-18 23:59:59
1077,79.0,75.99,79.37,75.85,22830137822.6,293803290,2011-11-21 00:00:00,2011-11-21 23:59:59
1078,76.4,76.4,77.76,75.1,20910945903.2,272599350,2011-11-22 00:00:00,2011-11-22 23:59:59
1079,75.0,76.8,77.44,74.42,25560614183.7,335403030,2011-11-23 00:00:00,2011-11-23 23:59:59
1080,76.73,73.82,77.29,73.82,13528562471.3,177337880,2011-11-24 00:00:00,2011-11-24 23:59:59
1081,75.31,78.6,78.75,73.75,24145576505.8,318867810,2011-11-25 00:00:00,2011-11-25 20:00:17
1082,80.0,83.0,83.07,79.52,26140520623.5,320434010,2011-11-28 00:00:00,2011-11-28 23:59:59
1083,83.52,82.58,83.75,81.83,20780999467.6,251721600,2011-11-29 00:00:00,2011-11-29 23:59:59
1084,82.1,87.55,87.69,81.03,37836272867.0,448111280,2011-11-30 00:00:00,2011-11-30 23:59:59
1085,88.63,87.7,89.9,86.41,34816839057.1,392995200,2011-12-01 00:00:00,2011-12-01 23:59:59
1086,88.15,89.5,91.28,86.5,36775511894.9,410145150,2011-12-02 00:00:00,2011-12-02 23:59:59
1087,89.56,89.93,90.52,88.96,18230087856.2,202788430,2011-12-05 00:00:00,2011-12-05 23:59:59
1088,89.04,85.9,89.32,85.75,26881742874.8,306040560,2011-12-06 00:00:00,2011-12-06 23:59:59
1089,86.87,85.25,87.65,83.75,30587086280.2,356619320,2011-12-07 00:00:00,2011-12-07 23:59:59
1090,85.59,85.99,87.84,85.3,24341975388.4,281726700,2011-12-08 00:00:00,2011-12-08 23:59:59
1091,84.12,82.4,84.63,81.65,27345032961.9,329421190,2011-12-09 00:00:00,2011-12-09 23:59:59
1092,83.51,79.9,84.8,79.17,22073448623.4,267378540,2011-12-12 00:00:00,2011-12-12 23:59:59
1093,79.81,82.72,82.89,78.03,31365507524.6,388135530,2011-12-13 00:00:00,2011-12-13 23:59:59
1094,81.9,80.8,83.65,80.36,29067213315.8,352715630,2011-12-14 00:00:00,2011-12-14 23:59:59
1095,79.9,82.27,82.55,79.39,26365665500.7,326291450,2011-12-15 00:00:00,2011-12-15 20:00:16
1096,82.7,80.63,83.38,80.51,18265801856.6,222904100,2011-12-16 00:00:00,2011-12-16 23:59:59
1097,80.1,81.8,82.4,78.92,19729379492.2,244669450,2011-12-19 00:00:00,2011-12-19 23:59:59
1098,81.49,82.71,82.75,80.12,17486861605.2,214515410,2011-12-20 00:00:00,2011-12-20 23:59:59
1099,83.46,80.22,83.77,80.15,19826554696.3,241736430,2011-12-21 00:00:00,2011-12-21 23:59:59
1100,81.41,79.99,81.41,79.0,14328656946.1,178441460,2011-12-22 00:00:00,2011-12-22 23:59:59
1101,80.6,80.0,81.1,79.65,9917033525.5,123492000,2011-12-23 00:00:00,2011-12-23 23:59:59
1102,80.48,81.42,81.95,80.13,7102805980.3,87519430,2011-12-26 00:00:00,2011-12-26 23:59:59
1103,81.32,80.0,81.75,79.52,6688999520.1,83223050,2011-12-27 00:00:00,2011-12-27 23:59:59
1104,79.99,79.28,80.2,79.03,5636225325.0,70881100,2011-12-28 00:00:00,2011-12-28 23:59:59
1105,79.0,78.8,79.01,77.2,8024881856.4,102850780,2011-12-29 00:00:00,2011-12-29 23:59:59
1106,79.03,79.4,79.73,78.0,4826101357.8,60992850,2011-12-30 00:00:00,2011-12-30 23:59:59
1107,80.12,82.41,82.5,80.12,6435232383.7,79049790,2012-01-03 00:00:00,2012-01-03 23:59:59
1108,82.44,83.52,84.48,81.91,11409144009.9,136772110,2012-01-04 00:00:00,2012-01-04 23:59:59
1109,83.52,82.55,84.44,82.05,9174292951.3,110283870,2012-01-05 00:00:00,2012-01-05 23:59:59
1110,82.51,83.2,84.38,81.67,10478909993.1,126161090,2012-01-06 00:00:00,2012-01-06 23:59:59
1111,82.6,83.88,84.22,82.42,7473949518.1,89385070,2012-01-09 00:00:00,2012-01-09 23:59:59
1112,84.38,86.81,87.25,84.24,19937317324.8,231676230,2012-01-10 00:00:00,2012-01-10 23:59:59
1113,86.25,84.85,86.91,84.34,21154534994.4,247416950,2012-01-11 00:00:00,2012-01-11 23:59:59
1114,85.2,84.3,86.38,84.04,18919553397.2,222091930,2012-01-12 00:00:00,2012-01-12 23:59:59
1115,84.61,83.6,85.15,83.53,15416706977.0,182459130,2012-01-13 00:00:00,2012-01-13 23:59:59
1116,83.0,83.95,84.21,82.55,10389436953.9,124331590,2012-01-16 00:00:00,2012-01-16 23:59:59
1117,84.81,84.66,85.65,84.19,16671949737.5,196357760,2012-01-17 00:00:00,2012-01-17 23:59:59
1118,84.66,84.7,85.56,83.95,14796639842.5,174659590,2012-01-18 00:00:00,2012-01-18 23:59:59
1119,85.48,85.7,86.04,84.76,19480478089.6,227812500,2012-01-19 00:00:00,2012-01-19 23:59:59
1120,86.0,85.13,86.28,84.82,13769522063.9,161054350,2012-01-20 00:00:00,2012-01-20 23:59:59
1121,84.95,85.02,85.67,83.82,19679132670.8,231997760,2012-01-23 00:00:00,2012-01-23 23:59:59
1122,84.85,85.04,85.49,84.47,14830482177.5,174639920,2012-01-24 00:00:00,2012-01-24 23:59:59
1123,85.6,87.05,87.87,85.56,28977079143.6,333071400,2012-01-25 00:00:00,2012-01-25 23:59:59
1124,88.0,90.4,90.8,87.97,32384271681.2,362190490,2012-01-26 00:00:00,2012-01-26 23:59:59
1125,89.69,90.8,91.28,89.63,18144606604.1,200327380,2012-01-27 00:00:00,2012-01-27 23:59:59
1126,90.15,88.92,90.69,88.86,15855608425.1,176819850,2012-01-30 00:00:00,2012-01-30 23:59:59
1127,89.79,90.17,90.92,89.61,16186052064.2,179109830,2012-01-31 00:00:00,2012-01-31 23:59:59
1128,89.72,92.75,92.93,89.17,23272857705.8,255303400,2012-02-01 00:00:00,2012-02-01 23:59:59
1129,93.1,92.62,93.85,91.92,22118114152.1,238150070,2012-02-02 00:00:00,2012-02-02 23:59:59
1130,92.51,94.52,94.79,92.32,15345096696.4,163941140,2012-02-03 00:00:00,2012-02-03 23:59:59
1131,94.81,93.8,94.88,93.46,14751312511.0,156747030,2012-02-06 00:00:00,2012-02-06 23:59:59
1132,94.0,93.46,94.45,92.85,16209055620.2,173155180,2012-02-07 00:00:00,2012-02-07 23:59:59
1133,94.22,95.17,95.39,94.22,17450604415.5,183859380,2012-02-08 00:00:00,2012-02-08 23:59:59
1134,95.08,95.28,96.37,94.64,23417954043.8,244928870,2012-02-09 00:00:00,2012-02-09 23:59:59
1135,94.51,93.94,94.93,93.63,14527606953.1,154301080,2012-02-10 00:00:00,2012-02-10 23:59:59
1136,94.63,96.19,96.37,94.63,16425233476.3,171469900,2012-02-13 00:00:00,2012-02-13 23:59:59
1137,95.8,96.36,97.22,95.37,16846298172.1,174978480,2012-02-14 00:00:00,2012-02-14 23:59:59
1138,97.32,97.2,97.77,96.66,16516819884.5,169883490,2012-02-15 00:00:00,2012-02-15 23:59:59
1139,96.0,96.24,96.45,95.5,16313046870.2,169841370,2012-02-16 00:00:00,2012-02-16 23:59:59
1140,97.27,96.76,97.39,96.46,14504575002.2,149610900,2012-02-17 00:00:00,2012-02-17 23:59:59
1141,97.6,97.5,98.16,97.44,9432276879.9,96506980,2012-02-20 00:00:00,2012-02-20 23:59:59
1142,97.77,96.68,97.77,96.31,13500854131.2,139554930,2012-02-21 00:00:00,2012-02-21 23:59:59
1143,96.99,96.09,97.48,95.24,14692476705.0,152308980,2012-02-22 00:00:00,2012-02-22 23:59:59
1144,96.79,99.02,99.22,96.21,20448136731.7,209221050,2012-02-24 00:00:00,2012-02-24 23:59:59
1145,98.6,99.72,99.96,98.41,18410603961.3,185495470,2012-02-27 00:00:00,2012-02-27 23:59:59
1146,100.17,98.64,100.4,98.32,15508701619.4,156238760,2012-02-28 00:00:00,2012-02-28 23:59:59
1147,99.11,100.19,100.3,98.91,16500514863.8,165353640,2012-02-29 00:00:00,2012-02-29 23:59:59
1148,99.48,100.25,100.37,98.94,14050222482.7,140916220,2012-03-01 00:00:00,2012-03-01 23:59:59
1149,100.79,101.6,101.75,99.95,17382056806.3,172344990,2012-03-02 00:00:00,2012-03-02 23:59:59
1150,101.8,102.3,103.3,101.32,15413395000.9,150583560,2012-03-05 00:00:00,2012-03-05 23:59:59
1151,101.76,97.37,101.76,97.12,25771064204.1,258949960,2012-03-06 00:00:00,2012-03-06 23:59:59
1152,97.07,97.68,97.99,96.68,19021850860.5,195392990,2012-03-07 00:00:00,2012-03-07 23:59:59
1153,99.6,99.57,99.98,99.33,5458105824.1,54819740,2012-03-11 00:00:00,2012-03-11 23:59:59
1154,99.14,99.09,100.35,98.38,18174330484.6,183129370,2012-03-12 00:00:00,2012-03-12 23:59:59
1155,99.7,100.53,100.89,99.37,14143106923.0,141328770,2012-03-13 00:00:00,2012-03-13 23:59:59
1156,101.8,103.32,103.85,101.8,25171269281.2,244652180,2012-03-14 00:00:00,2012-03-14 23:59:59
1157,102.45,100.65,103.0,100.3,27701087205.3,273838110,2012-03-15 00:00:00,2012-03-15 23:59:59
1158,100.99,100.18,101.17,99.51,15647967251.6,155860220,2012-03-16 00:00:00,2012-03-16 23:59:59
1159,100.93,99.67,101.63,98.63,16485264386.8,165104350,2012-03-19 00:00:00,2012-03-19 23:59:59
1160,99.8,98.49,100.09,98.02,13531216608.0,136881500,2012-03-20 00:00:00,2012-03-20 23:59:59
1161,98.88,98.2,99.45,97.42,16673446375.4,169406250,2012-03-21 00:00:00,2012-03-21 23:59:59
1162,97.98,96.0,98.84,95.84,16945063477.3,174676230,2012-03-22 00:00:00,2012-03-22 23:59:59
1163,96.33,97.6,97.62,95.72,16387060131.9,169406920,2012-03-23 00:00:00,2012-03-23 23:59:59
1164,98.09,99.98,100.3,98.04,14362165700.4,145024390,2012-03-26 00:00:00,2012-03-26 23:59:59
1165,100.47,97.79,100.94,97.65,16409677901.1,164809690,2012-03-27 00:00:00,2012-03-27 23:59:59
1166,97.46,95.91,98.15,95.4,21575300442.3,223090110,2012-03-28 00:00:00,2012-03-28 23:59:59
1167,95.75,93.55,96.42,93.4,18998467532.0,200278500,2012-03-29 00:00:00,2012-03-29 23:59:59
1168,94.92,94.86,96.0,94.02,20316396961.7,213564910,2012-03-30 00:00:00,2012-03-30 23:59:59
1169,95.4,95.13,96.2,94.46,13903682249.5,145721740,2012-04-02 00:00:00,2012-04-02 23:59:59
1170,96.07,98.0,98.23,95.67,21408662739.3,220727520,2012-04-03 00:00:00,2012-04-03 23:59:59
1171,97.05,96.17,97.95,96.01,17295752260.6,178630150,2012-04-04 00:00:00,2012-04-04 23:59:59
1172,96.6,97.42,97.56,94.65,19811226236.8,206109740,2012-04-05 00:00:00,2012-04-05 23:59:59
1173,97.4,95.64,97.75,95.42,11236592318.5,116217370,2012-04-06 00:00:00,2012-04-06 23:59:59
1174,95.31,95.92,95.99,93.51,15890595973.8,168407820,2012-04-09 00:00:00,2012-04-09 23:59:59
1175,95.79,95.55,96.87,95.3,17473889252.2,181689200,2012-04-10 00:00:00,2012-04-10 23:59:59
1176,94.89,96.0,97.16,94.62,15570220078.4,161909890,2012-04-11 00:00:00,2012-04-11 23:59:59
1177,96.4,95.41,96.74,94.6,13528272827.8,141555250,2012-04-12 00:00:00,2012-04-12 23:59:59
1178,94.03,94.18,95.13,93.6,12765170991.0,135304280,2012-04-13 00:00:00,2012-04-13 23:59:59
1179,93.52,92.31,93.74,91.43,17526645165.0,189478980,2012-04-16 00:00:00,2012-04-16 23:59:59
1180,92.49,93.23,93.39,91.14,14791709240.9,160227770,2012-04-17 00:00:00,2012-04-17 23:59:59
1181,94.0,92.9,94.68,92.61,13068764801.5,139560760,2012-04-18 00:00:00,2012-04-18 23:59:59
1182,93.08,94.35,94.84,92.88,13888209085.5,147573460,2012-04-19 00:00:00,2012-04-19 23:59:59
1183,93.91,95.0,95.29,93.64,11548615698.6,122239810,2012-04-20 00:00:00,2012-04-20 23:59:59
1184,94.55,92.54,94.71,91.98,10978761512.4,117834810,2012-04-23 00:00:00,2012-04-23 23:59:59
1185,92.6,92.65,93.61,91.44,11052601104.5,119386460,2012-04-24 00:00:00,2012-04-24 23:59:59
1186,93.15,93.75,94.13,93.15,9541217474.8,101935100,2012-04-25 00:00:00,2012-04-25 23:59:59
1187,94.08,92.62,94.28,91.61,9215133777.4,99341000,2012-04-26 00:00:00,2012-04-26 23:59:59
1188,92.3,93.79,94.12,91.85,10862956266.7,116572050,2012-04-27 00:00:00,2012-04-27 23:59:59
1189,93.79,93.95,94.16,93.52,1322637957.2,14104410,2012-04-28 00:00:00,2012-04-28 23:59:59
1190,94.47,93.06,95.69,93.06,10034459094.1,106143030,2012-05-02 00:00:00,2012-05-02 23:59:59
1191,93.3,92.55,93.64,92.12,9887843108.2,106464200,2012-05-03 00:00:00,2012-05-03 23:59:59
1192,92.12,90.83,92.64,90.32,14160354795.7,154978600,2012-05-04 00:00:00,2012-05-04 23:59:59
1193,90.52,90.42,90.98,90.09,2088526206.1,23108560,2012-05-05 00:00:00,2012-05-05 23:59:59
1194,89.0,88.5,89.87,86.0,7605987465.3,86033710,2012-05-07 00:00:00,2012-05-07 23:59:59
1195,89.02,89.53,90.4,87.63,9311301867.4,104475140,2012-05-08 00:00:00,2012-05-08 23:59:59
1196,89.71,91.79,91.84,89.27,10153827079.8,111584590,2012-05-10 00:00:00,2012-05-10 23:59:59
1197,90.94,91.04,91.22,89.46,9437174892.4,104555420,2012-05-11 00:00:00,2012-05-11 23:59:59
1198,90.5,90.99,91.09,90.21,1701411359.7,18762220,2012-05-12 00:00:00,2012-05-12 23:59:59
1199,90.39,87.55,90.55,87.42,9395247264.7,105540170,2012-05-14 00:00:00,2012-05-14 23:59:59
1200,87.49,88.19,88.9,86.22,14942082553.8,170375330,2012-05-15 00:00:00,2012-05-15 23:59:59
1201,86.92,86.91,87.91,86.5,15811887465.7,181681380,2012-05-16 00:00:00,2012-05-16 23:59:59
1202,87.0,80.71,87.3,79.79,25319567212.6,306004150,2012-05-17 00:00:00,2012-05-17 23:59:59
1203,78.9,78.19,81.08,75.3,30699799093.3,391700980,2012-05-18 00:00:00,2012-05-18 23:59:59
1204,78.95,81.95,82.05,78.25,16501354549.9,205764160,2012-05-21 00:00:00,2012-05-21 23:59:59
1205,82.7,82.82,83.36,80.7,15249434744.3,185386800,2012-05-22 00:00:00,2012-05-22 23:59:59
1206,81.34,78.65,81.5,78.57,15054362986.0,188314100,2012-05-23 00:00:00,2012-05-23 23:59:59
1207,79.51,81.44,81.77,77.8,17930666601.2,224620340,2012-05-24 00:00:00,2012-05-24 23:59:59
1208,81.12,79.87,82.9,79.85,14262836797.5,175505600,2012-05-25 00:00:00,2012-05-25 23:59:59
1209,80.89,80.37,81.86,79.95,8459994643.0,104526820,2012-05-28 00:00:00,2012-05-28 23:59:59
1210,80.96,84.14,84.17,80.31,17894548293.7,217454140,2012-05-29 00:00:00,2012-05-29 23:59:59
1211,83.41,82.38,83.79,81.84,17182690878.9,207458020,2012-05-30 00:00:00,2012-05-30 23:59:59
1212,82.37,81.69,83.52,80.52,21427699839.7,261418600,2012-05-31 00:00:00,2012-05-31 23:59:59
1213,81.6,78.86,82.15,77.95,15611910702.2,195306920,2012-06-01 00:00:00,2012-06-01 23:59:59
1214,77.49,78.1,78.87,76.25,12700958983.8,163454720,2012-06-04 00:00:00,2012-06-04 23:59:59
1215,78.89,78.11,79.79,77.4,10532691340.2,134177110,2012-06-05 00:00:00,2012-06-05 23:59:59
1216,78.99,80.62,80.84,77.77,14229638452.1,179165000,2012-06-06 00:00:00,2012-06-06 23:59:59
1217,81.1,83.44,83.75,79.91,17290621668.5,210832240,2012-06-07 00:00:00,2012-06-07 23:59:59
1218,82.2,81.38,82.23,80.41,14614921515.4,180114510,2012-06-08 00:00:00,2012-06-08 23:59:59
1219,81.99,81.58,82.28,81.37,2270720977.0,27759130,2012-06-09 00:00:00,2012-06-09 23:59:59
1220,82.08,83.04,83.5,81.5,12279070773.2,148406110,2012-06-13 00:00:00,2012-06-13 23:59:59
1221,82.72,83.05,83.36,82.48,7889749673.7,95193610,2012-06-14 00:00:00,2012-06-14 23:59:59
1222,83.7,84.34,84.77,83.06,11651577194.7,139141590,2012-06-15 00:00:00,2012-06-15 23:59:59
1223,85.3,86.2,86.59,85.24,12796865334.3,148837240,2012-06-18 00:00:00,2012-06-18 23:59:59
1224,85.92,86.96,87.12,85.53,10143925815.2,117555770,2012-06-19 00:00:00,2012-06-19 23:59:59
1225,86.96,85.73,87.26,85.51,7923742078.5,91968250,2012-06-20 00:00:00,2012-06-20 23:59:59
1226,85.0,85.36,86.39,84.36,10522808609.8,123303180,2012-06-21 00:00:00,2012-06-21 23:59:59
1227,84.24,83.76,84.35,83.38,9242697623.1,110165790,2012-06-22 00:00:00,2012-06-22 23:59:59
1228,83.76,82.3,83.89,81.92,8538129319.0,103217620,2012-06-25 00:00:00,2012-06-25 23:59:59
1229,82.4,83.6,84.34,82.4,8635486073.0,103686890,2012-06-26 00:00:00,2012-06-26 23:59:59
1230,83.97,84.5,84.84,83.25,8026179927.9,95345170,2012-06-27 00:00:00,2012-06-27 23:59:59
1231,84.98,82.8,84.98,82.65,8888594309.6,106434890,2012-06-28 00:00:00,2012-06-28 23:59:59
1232,84.03,86.39,86.46,84.02,11481513579.4,134360810,2012-06-29 00:00:00,2012-06-29 23:59:59
1233,86.17,87.65,88.14,85.76,10833601998.9,124198380,2012-07-02 00:00:00,2012-07-02 23:59:59
1234,88.0,90.94,91.07,87.96,13172931119.6,147059480,2012-07-03 00:00:00,2012-07-03 23:59:59
1235,90.63,91.1,91.25,89.65,6772552075.9,74889060,2012-07-04 00:00:00,2012-07-04 23:59:59
1236,90.55,90.92,92.43,89.95,15620168190.9,171353550,2012-07-05 00:00:00,2012-07-05 23:59:59
1237,90.42,89.2,91.37,88.75,11416243249.6,127342730,2012-07-06 00:00:00,2012-07-06 23:59:59
1238,88.88,90.02,90.37,88.7,8883341446.2,99331850,2012-07-09 00:00:00,2012-07-09 23:59:59
1239,89.55,91.0,91.75,89.36,10415386369.2,114587200,2012-07-10 00:00:00,2012-07-10 23:59:59
1240,90.57,90.01,90.86,89.27,10217895534.4,113419770,2012-07-11 00:00:00,2012-07-11 23:59:59
1241,89.8,88.92,90.09,88.37,9481540165.0,106413970,2012-07-12 00:00:00,2012-07-12 23:59:59
1242,89.98,90.98,91.08,89.42,8668392980.4,96078380,2012-07-13 00:00:00,2012-07-13 23:59:59
1243,91.0,90.85,91.28,90.35,6532211038.3,71919810,2012-07-16 00:00:00,2012-07-16 23:59:59
1244,91.48,91.22,92.34,91.0,10443062625.5,114044370,2012-07-17 00:00:00,2012-07-17 23:59:59
1245,91.5,91.6,92.15,91.11,6322280432.5,69043120,2012-07-18 00:00:00,2012-07-18 23:59:59
1246,92.15,92.15,92.9,91.86,9434688335.4,102096140,2012-07-19 00:00:00,2012-07-19 23:59:59
1247,91.65,90.12,91.78,90.11,7375623438.4,81329600,2012-07-20 00:00:00,2012-07-20 23:59:59
1248,89.25,86.0,89.3,85.51,13191017646.8,151248620,2012-07-23 00:00:00,2012-07-23 23:59:59
1249,87.0,84.45,87.0,84.43,11948623815.6,139889040,2012-07-24 00:00:00,2012-07-24 23:59:59
1250,84.0,86.9,87.18,83.01,17607268468.9,204992030,2012-07-25 00:00:00,2012-07-25 23:59:59
1251,87.0,88.45,88.95,86.07,13668741458.0,155942810,2012-07-26 00:00:00,2012-07-26 23:59:59
1252,89.1,90.31,90.44,88.24,10282387365.1,115108250,2012-07-27 00:00:00,2012-07-27 23:59:59
1253,90.5,91.24,91.75,90.5,8203327797.4,89795510,2012-07-30 00:00:00,2012-07-30 23:59:59
1254,91.5,89.73,91.73,89.41,9448724174.4,104652230,2012-07-31 00:00:00,2012-07-31 23:59:59
1255,89.5,89.39,90.89,89.3,8355165773.7,92766490,2012-08-01 00:00:00,2012-08-01 23:59:59
1256,89.39,88.79,91.07,87.4,13775496803.9,154257240,2012-08-02 00:00:00,2012-08-02 23:59:59
1257,88.79,91.66,91.87,88.45,11375775410.5,126328370,2012-08-03 00:00:00,2012-08-03 23:59:59
1258,91.91,93.3,94.07,91.4,17272077369.5,185823220,2012-08-06 00:00:00,2012-08-06 23:59:59
1259,92.99,93.97,94.44,92.56,10813106147.1,115326320,2012-08-07 00:00:00,2012-08-07 23:59:59
1260,93.51,93.94,94.3,92.82,8879919382.7,94891340,2012-08-08 00:00:00,2012-08-08 23:59:59
1261,94.39,93.87,95.35,93.01,10425959600.7,110866830,2012-08-09 00:00:00,2012-08-09 23:59:59
1262,93.34,92.85,93.35,91.95,8180606484.9,88352720,2012-08-10 00:00:00,2012-08-10 23:59:59
1263,93.13,93.18,94.44,92.86,8983957432.0,95856680,2012-08-13 00:00:00,2012-08-13 23:59:59
1264,93.48,93.58,94.15,93.11,7009526831.5,74818210,2012-08-14 00:00:00,2012-08-14 23:59:59
1265,93.14,92.98,93.2,91.72,10732808461.4,116026880,2012-08-15 00:00:00,2012-08-15 23:59:59
1266,93.5,92.82,93.8,92.33,7504352364.0,80646440,2012-08-16 00:00:00,2012-08-16 23:59:59
1267,93.35,92.05,93.39,92.0,7573144292.4,81586390,2012-08-17 00:00:00,2012-08-17 23:59:59
1268,92.24,91.52,92.45,91.12,8534035434.5,93102360,2012-08-20 00:00:00,2012-08-20 23:59:59
1269,91.93,93.57,93.6,91.93,8915103795.3,95928090,2012-08-21 00:00:00,2012-08-21 23:59:59
1270,92.8,92.55,93.45,92.23,7659183303.1,82536390,2012-08-22 00:00:00,2012-08-22 23:59:59
1271,93.35,93.04,95.05,92.9,14136692381.2,150287250,2012-08-23 00:00:00,2012-08-23 23:59:59
1272,92.5,92.91,93.47,92.17,9331676060.8,100632610,2012-08-24 00:00:00,2012-08-24 23:59:59
1273,93.47,92.81,93.75,92.51,7062611053.3,75908300,2012-08-27 00:00:00,2012-08-27 23:59:59
1274,92.69,94.48,94.8,92.48,12281601483.1,130671700,2012-08-28 00:00:00,2012-08-28 23:59:59
