,open,close,high,low,value,volume,begin,end
3125,259.4,257.99,261.76,257.01,9936032087.9,38329020,2020-01-09 00:00:00,2020-01-09 23:59:59
3126,257.86,258.19,259.25,256.88,4864405366.3,18851390,2020-01-10 00:00:00,2020-01-10 23:59:59
3127,258.3,262.4,262.4,257.15,6719255698.1,25855010,2020-01-13 00:00:00,2020-01-13 23:59:59
3128,262.5,259.05,263.22,258.62,8103825686.4,31125740,2020-01-14 00:00:00,2020-01-14 23:59:59
3129,258.49,256.31,258.91,254.21,12661740755.8,49361790,2020-01-15 00:00:00,2020-01-15 23:59:59
3130,257.11,257.51,259.51,256.1,10367670370.1,40246770,2020-01-16 00:00:00,2020-01-16 23:59:59
3131,258.2,262.5,262.82,257.75,11730973230.7,44914290,2020-01-17 00:00:00,2020-01-17 23:59:59
3132,263.2,266.28,266.97,261.8,7891039716.6,29797710,2020-01-20 00:00:00,2020-01-20 23:59:59
3133,265.5,268.06,268.9,263.02,10116243295.7,38082090,2020-01-21 00:00:00,2020-01-21 23:59:59
3134,268.72,266.54,270.8,265.5,11869000221.9,44282490,2020-01-22 00:00:00,2020-01-22 23:59:59
3135,264.64,263.73,266.89,262.24,10758037619.6,40604170,2020-01-23 00:00:00,2020-01-23 23:59:59
3136,264.5,265.49,267.5,264.21,7262832432.3,27340100,2020-01-24 00:00:00,2020-01-24 23:59:59
3137,261.0,255.32,262.1,255.32,14573355407.9,56453370,2020-01-27 00:00:00,2020-01-27 23:59:59
3138,257.0,257.7,258.84,254.1,12365444789.1,48137360,2020-01-28 00:00:00,2020-01-28 23:59:59
3139,258.4,259.94,261.57,257.61,9098209650.8,35047940,2020-01-29 00:00:00,2020-01-29 23:59:59
3140,258.0,257.31,258.69,255.27,8167114682.7,31769340,2020-01-30 00:00:00,2020-01-30 23:59:59
3141,258.5,252.2,259.2,252.17,12249844290.7,47921560,2020-01-31 00:00:00,2020-01-31 23:59:59
3142,251.8,253.99,254.96,251.1,13363918755.6,52728460,2020-02-03 00:00:00,2020-02-03 23:59:59
3143,255.3,255.4,257.38,252.9,12692962569.8,49786360,2020-02-04 00:00:00,2020-02-04 23:59:59
3144,255.89,255.2,257.66,253.14,12992374109.8,50756570,2020-02-05 00:00:00,2020-02-05 23:59:59
3145,256.5,252.11,258.0,251.86,11098851157.0,43615980,2020-02-06 00:00:00,2020-02-06 23:59:59
3146,253.1,254.3,254.3,248.73,12648688569.6,50226630,2020-02-07 00:00:00,2020-02-07 23:59:59
3147,254.55,252.26,255.73,252.07,8929308973.1,35220690,2020-02-10 00:00:00,2020-02-10 23:59:59
3148,253.75,254.5,259.77,253.0,20381955261.5,79454730,2020-02-11 00:00:00,2020-02-11 23:59:59
3149,255.4,254.5,255.49,252.31,13351886412.8,52523300,2020-02-12 00:00:00,2020-02-12 23:59:59
3150,253.62,253.89,255.18,252.5,9314224120.0,36730840,2020-02-13 00:00:00,2020-02-13 23:59:59
3151,254.4,251.75,254.4,251.4,7579007855.0,30017380,2020-02-14 00:00:00,2020-02-14 23:59:59
3152,252.5,251.36,253.1,250.13,6637504387.0,26429380,2020-02-17 00:00:00,2020-02-17 23:59:59
3153,250.07,249.2,250.44,247.57,9054245995.6,36365950,2020-02-18 00:00:00,2020-02-18 23:59:59
3154,250.37,249.7,250.68,247.95,6437007441.5,25798890,2020-02-19 00:00:00,2020-02-19 23:59:59
3155,250.03,250.15,252.17,249.13,7704063757.8,30717360,2020-02-20 00:00:00,2020-02-20 23:59:59
3156,248.35,250.8,251.49,247.24,6926329901.6,27762930,2020-02-21 00:00:00,2020-02-21 23:59:59
3157,247.98,245.19,249.0,245.17,10141332087.8,41055780,2020-02-25 00:00:00,2020-02-25 23:59:59
3158,244.75,250.8,251.21,243.22,16724373957.7,67757850,2020-02-26 00:00:00,2020-02-26 23:59:59
3159,247.5,242.88,248.98,242.0,14287528242.1,58240400,2020-02-27 00:00:00,2020-02-27 23:59:59
3160,235.0,233.36,239.0,231.0,29250123419.3,124633310,2020-02-28 00:00:00,2020-02-28 23:59:59
3161,238.93,228.17,241.0,218.86,23615359168.5,101986040,2020-03-02 00:00:00,2020-03-02 23:59:59
3162,233.0,236.63,239.0,232.28,19695761022.1,83653950,2020-03-03 00:00:00,2020-03-03 23:59:59
3163,234.13,235.27,236.7,232.62,12738292785.5,54274670,2020-03-04 00:00:00,2020-03-04 23:59:59
3164,237.0,232.33,238.72,230.64,13359836777.1,57083760,2020-03-05 00:00:00,2020-03-05 23:59:59
3165,228.0,219.99,229.2,216.67,23122055667.7,104446900,2020-03-06 00:00:00,2020-03-06 23:59:59
3166,197.99,201.2,212.74,184.86,49385427971.3,244541800,2020-03-10 00:00:00,2020-03-10 23:59:59
3167,202.0,194.53,204.33,192.05,27368963511.9,138304030,2020-03-11 00:00:00,2020-03-11 23:59:59
3168,185.15,175.91,187.87,173.14,35646674940.5,197972880,2020-03-12 00:00:00,2020-03-12 23:59:59
3169,175.0,198.6,199.52,174.3,50434232135.0,263038280,2020-03-13 00:00:00,2020-03-13 23:59:59
3170,194.0,195.85,196.7,186.0,33462089397.7,174273600,2020-03-16 00:00:00,2020-03-16 23:59:59
3171,195.0,184.01,204.78,183.8,35134438033.5,184148390,2020-03-17 00:00:00,2020-03-17 23:59:59
3172,179.0,174.27,182.2,172.15,27438382586.0,155008180,2020-03-18 00:00:00,2020-03-18 23:59:59
3173,178.5,189.51,190.15,173.06,34507099921.0,187427700,2020-03-19 00:00:00,2020-03-19 23:59:59
3174,198.62,195.69,201.86,192.05,33640155970.2,170582970,2020-03-20 00:00:00,2020-03-20 23:59:59
3175,188.0,183.37,190.99,182.1,29394019795.5,157891450,2020-03-23 00:00:00,2020-03-23 23:59:59
3176,193.3,192.64,195.0,189.1,20144255967.3,104881990,2020-03-24 00:00:00,2020-03-24 23:59:59
3177,196.38,188.08,201.0,182.32,36047953308.7,187978350,2020-03-25 00:00:00,2020-03-25 23:59:59
3178,187.69,188.07,191.2,182.8,20794391118.5,111602370,2020-03-26 00:00:00,2020-03-26 23:59:59
3179,188.05,180.38,188.97,180.17,20992083168.9,114277750,2020-03-27 00:00:00,2020-03-27 23:59:59
3180,177.0,183.0,183.2,174.9,16984102870.2,94334680,2020-03-30 00:00:00,2020-03-30 23:59:59
3181,186.0,187.21,188.77,184.25,21273110563.50001,114026920,2020-03-31 00:00:00,2020-03-31 20:30:07
3182,183.2,184.78,185.47,182.0,14152323782.7,76826820,2020-04-01 00:00:00,2020-04-01 23:59:59
3183,188.3,186.95,189.9,182.0,23370357267.7,125636360,2020-04-02 00:00:00,2020-04-02 23:59:59
3184,186.6,185.64,187.49,184.28,17235065518.9,92860290,2020-04-03 00:00:00,2020-04-03 23:59:59
3185,187.52,190.7,192.02,186.42,14703005110.4,77864920,2020-04-06 00:00:00,2020-04-06 23:59:59
3186,193.02,197.63,200.54,193.02,26938901533.1,136421670,2020-04-07 00:00:00,2020-04-07 23:59:59
3187,196.02,200.29,200.29,195.12,17786713217.2,89980980,2020-04-08 00:00:00,2020-04-08 23:59:59
3188,202.4,203.61,205.44,199.3,22320788796.1,109981630,2020-04-09 00:00:00,2020-04-09 23:59:59
3189,201.85,201.99,202.75,200.7,5800209935.8,28758250,2020-04-10 00:00:00,2020-04-10 23:59:59
3190,202.0,198.26,202.16,197.32,8212681043.4,41284390,2020-04-13 00:00:00,2020-04-13 23:59:59
3191,199.99,197.37,202.85,196.1,16029896035.5,80220070,2020-04-14 00:00:00,2020-04-14 23:59:59
3192,196.0,186.07,196.25,186.06,18670648932.7,98164460,2020-04-15 00:00:00,2020-04-15 23:59:59
3193,187.22,188.5,191.67,183.53,20595306653.4,109174870,2020-04-16 00:00:00,2020-04-16 23:59:59
3194,192.5,191.8,192.7,188.28,13685370762.7,71727940,2020-04-17 00:00:00,2020-04-17 23:59:59
3195,190.6,189.32,192.23,187.31,11794682206.4,62240080,2020-04-20 00:00:00,2020-04-20 23:59:59
3196,185.54,186.05,187.5,183.65,17514787767.5,94307290,2020-04-21 00:00:00,2020-04-21 23:59:59
3197,185.01,190.2,191.94,184.5,14242707865.6,75361890,2020-04-22 00:00:00,2020-04-22 23:59:59
3198,191.99,190.94,192.5,188.68,11973068616.3,62759650,2020-04-23 00:00:00,2020-04-23 23:59:59
3199,189.73,188.91,191.65,187.7,10472460449.3,55313850,2020-04-24 00:00:00,2020-04-24 23:59:59
3200,189.98,188.9,190.5,188.43,8280718574.0,43711720,2020-04-27 00:00:00,2020-04-27 23:59:59
3201,188.5,192.8,194.22,188.17,15058997718.5,78584780,2020-04-28 00:00:00,2020-04-28 23:59:59
3202,194.46,195.8,195.8,192.86,13579539158.7,69842140,2020-04-29 00:00:00,2020-04-29 23:59:59
3203,196.51,197.25,199.7,195.46,17208241261.6,87198650,2020-04-30 00:00:00,2020-04-30 23:59:59
3204,195.68,193.69,195.68,193.26,10956456919.7,56398200,2020-05-04 00:00:00,2020-05-04 23:59:59
3205,195.51,194.75,196.46,194.0,6913652876.1,35439260,2020-05-05 00:00:00,2020-05-05 23:59:59
3206,195.0,195.7,197.23,194.3,9707394359.8,49561410,2020-05-06 00:00:00,2020-05-06 23:59:59
3207,196.0,195.51,198.15,195.06,11343545876.3,57728990,2020-05-07 00:00:00,2020-05-07 23:59:59
3208,196.0,196.02,196.25,194.6,6617841364.8,33836340,2020-05-08 00:00:00,2020-05-08 23:59:59
3209,193.3,191.4,198.0,191.2,13070048549.5,67656880,2020-05-12 00:00:00,2020-05-12 23:59:59
3210,190.05,187.31,190.6,186.66,11961690830.5,63466110,2020-05-13 00:00:00,2020-05-13 23:59:59
3211,186.5,183.81,188.2,183.5,14231605183.4,76682120,2020-05-14 00:00:00,2020-05-14 23:59:59
3212,186.13,183.85,186.78,183.33,11679302654.5,63148140,2020-05-15 00:00:00,2020-05-15 23:59:59
3213,186.33,188.93,190.0,185.4,14534902238.5,77545890,2020-05-18 00:00:00,2020-05-18 23:59:59
3214,190.37,189.0,192.55,186.8,19951575701.7,105324020,2020-05-19 00:00:00,2020-05-19 23:59:59
3215,188.49,193.98,193.98,186.6,17813722381.1,93343040,2020-05-20 00:00:00,2020-05-20 23:59:59
3216,194.0,192.4,196.31,191.5,15420063130.0,79541950,2020-05-21 00:00:00,2020-05-21 23:59:59
3217,190.97,188.9,191.25,188.6,10819219615.2,57013570,2020-05-22 00:00:00,2020-05-22 23:59:59
3218,189.62,191.0,191.31,188.8,4393812737.8,23140090,2020-05-25 00:00:00,2020-05-25 23:59:59
3219,193.0,194.0,196.1,192.11,15409981368.9,79312200,2020-05-26 00:00:00,2020-05-26 23:59:59
3220,194.0,198.51,198.97,193.32,22860566656.3,116074210,2020-05-27 00:00:00,2020-05-27 23:59:59
3221,199.31,205.0,205.0,198.4,23677007418.1,117179670,2020-05-28 00:00:00,2020-05-28 23:59:59
3222,204.11,200.5,204.4,199.17,21465081835.5,106653140,2020-05-29 00:00:00,2020-05-29 23:59:59
3223,203.1,203.66,205.93,201.81,13373648341.9,65650670,2020-06-01 00:00:00,2020-06-01 23:59:59
3224,204.67,212.0,212.0,204.0,24294100965.5,116868310,2020-06-02 00:00:00,2020-06-02 23:59:59
3225,214.0,221.5,221.92,213.51,31549092543.7,145043730,2020-06-03 00:00:00,2020-06-03 23:59:59
3226,220.67,213.1,221.0,212.55,26485488602.2,122494020,2020-06-04 00:00:00,2020-06-04 23:59:59
3227,215.13,219.1,219.93,213.6,19225352020.3,88658860,2020-06-05 00:00:00,2020-06-05 23:59:59
3228,219.8,220.3,223.15,217.45,19572072820.0,88826700,2020-06-08 00:00:00,2020-06-08 23:59:59
3229,221.13,217.23,221.88,215.44,15045754084.5,69166250,2020-06-09 00:00:00,2020-06-09 23:59:59
3230,217.0,212.53,217.58,211.82,19662728515.9,91895460,2020-06-10 00:00:00,2020-06-10 23:59:59
3231,208.91,208.35,209.24,206.01,14524836992.8,70033060,2020-06-11 00:00:00,2020-06-11 23:59:59
3232,205.07,207.32,207.85,202.3,15576360955.0,75996510,2020-06-15 00:00:00,2020-06-15 23:59:59
3233,210.28,207.76,212.19,207.52,13980584331.2,66559110,2020-06-16 00:00:00,2020-06-16 23:59:59
3234,208.52,208.14,210.35,206.94,11802788689.2,56578870,2020-06-17 00:00:00,2020-06-17 23:59:59
3235,207.8,203.77,208.1,202.72,14802264834.6,72275760,2020-06-18 00:00:00,2020-06-18 23:59:59
3236,205.44,207.0,209.2,204.55,15554563362.6,75045510,2020-06-19 00:00:00,2020-06-19 23:59:59
3237,206.7,206.4,207.95,204.28,12074076979.8,58664110,2020-06-22 00:00:00,2020-06-22 23:59:59
3238,207.7,207.3,209.74,206.43,11137767479.7,53487940,2020-06-23 00:00:00,2020-06-23 23:59:59
3239,201.0,206.92,207.0,200.75,14541271980.8,71495220,2020-06-25 00:00:00,2020-06-25 23:59:59
3240,206.97,203.15,207.5,201.76,9536028546.0,46690640,2020-06-26 00:00:00,2020-06-26 23:59:59
3241,201.0,205.8,205.86,200.97,8775787315.9,43082680,2020-06-29 00:00:00,2020-06-29 23:59:59
3242,205.7,203.22,206.0,202.36,8909592214.0,43754960,2020-06-30 00:00:00,2020-06-30 23:59:59
3243,205.0,209.6,210.15,204.28,15895629292.0,76382050,2020-07-02 00:00:00,2020-07-02 23:59:59
3244,210.0,210.95,211.97,209.0,10651660815.1,50644210,2020-07-03 00:00:00,2020-07-03 23:59:59
3245,212.97,214.61,216.79,212.94,11914952236.6,55455110,2020-07-06 00:00:00,2020-07-06 23:59:59
3246,213.0,210.53,214.23,210.51,9483841870.2,44728560,2020-07-07 00:00:00,2020-07-07 23:59:59
3247,210.8,210.97,212.29,209.3,8859053776.1,42068480,2020-07-08 00:00:00,2020-07-08 23:59:59
3248,210.7,209.11,211.7,208.1,9485167255.3,45189000,2020-07-09 00:00:00,2020-07-09 23:59:59
3249,207.51,212.28,212.6,206.57,10603240360.5,50706520,2020-07-10 00:00:00,2020-07-10 23:59:59
3250,213.87,208.39,214.2,208.11,10836025409.7,51331610,2020-07-13 00:00:00,2020-07-13 23:59:59
3251,208.38,209.5,209.58,205.7,13674397301.5,66035020,2020-07-14 00:00:00,2020-07-14 23:59:59
3252,210.29,211.09,211.8,207.65,10392614438.1,49529010,2020-07-15 00:00:00,2020-07-15 23:59:59
3253,209.66,211.35,212.6,208.63,8222468883.2,39030370,2020-07-16 00:00:00,2020-07-16 23:59:59
3254,211.69,210.81,212.18,209.86,7621648287.8,36140220,2020-07-17 00:00:00,2020-07-17 23:59:59
3255,210.27,213.89,214.48,209.08,9408789104.0,44507600,2020-07-20 00:00:00,2020-07-20 23:59:59
3256,215.0,215.73,219.1,214.38,16436006752.1,75649160,2020-07-21 00:00:00,2020-07-21 23:59:59
3257,215.98,216.71,217.65,213.56,10453875884.8,48441000,2020-07-22 00:00:00,2020-07-22 23:59:59
3258,217.5,215.41,219.28,215.0,9454102078.5,43424820,2020-07-23 00:00:00,2020-07-23 23:59:59
3259,214.8,215.97,217.41,197.73,11521604596.7,53567220,2020-07-24 00:00:00,2020-07-24 23:59:59
3260,216.7,216.9,218.38,215.15,8310553242.2,38321750,2020-07-27 00:00:00,2020-07-27 23:59:59
3261,216.81,215.53,217.42,215.25,5319231657.0,24610340,2020-07-28 00:00:00,2020-07-28 23:59:59
3262,215.89,219.18,219.18,215.63,9005920588.0,41346230,2020-07-29 00:00:00,2020-07-29 23:59:59
3263,218.71,218.15,218.88,215.34,11138328730.9,51264970,2020-07-30 00:00:00,2020-07-30 23:59:59
3264,218.19,221.57,221.98,217.43,13145917240.5,59709710,2020-07-31 00:00:00,2020-07-31 23:59:59
3265,222.27,226.72,228.36,221.3,14565232568.0,64556650,2020-08-03 00:00:00,2020-08-03 23:59:59
3266,227.39,227.16,228.85,225.63,9543108136.4,42017490,2020-08-04 00:00:00,2020-08-04 23:59:59
3267,228.15,226.4,229.17,224.31,12399212426.2,54642900,2020-08-05 00:00:00,2020-08-05 23:59:59
3268,226.75,226.0,227.43,224.35,6807374079.6,30164090,2020-08-06 00:00:00,2020-08-06 23:59:59
3269,225.0,227.28,227.6,224.46,8061489862.1,35640160,2020-08-07 00:00:00,2020-08-07 23:59:59
3270,227.96,225.99,228.7,224.51,9837842413.7,43502880,2020-08-10 00:00:00,2020-08-10 23:59:59
3271,226.43,232.65,234.73,226.21,18901430660.7,81875170,2020-08-11 00:00:00,2020-08-11 23:59:59
3272,233.12,242.4,242.5,233.03,24086072932.3,101002270,2020-08-12 00:00:00,2020-08-12 23:59:59
3273,242.2,241.39,244.04,238.57,20686038715.6,85720330,2020-08-13 00:00:00,2020-08-13 23:59:59
3274,242.0,239.99,242.22,238.47,10611904575.6,44284550,2020-08-14 00:00:00,2020-08-14 23:59:59
3275,240.8,237.8,242.35,234.5,18405007815.5,77120410,2020-08-17 00:00:00,2020-08-17 23:59:59
3276,236.88,236.3,239.83,235.69,8727611405.3,36762880,2020-08-18 00:00:00,2020-08-18 23:59:59
3277,235.85,239.4,240.75,235.19,9128470275.9,38234650,2020-08-19 00:00:00,2020-08-19 23:59:59
3278,238.44,232.48,238.51,230.33,27336230596.3,116941150,2020-08-20 00:00:00,2020-08-20 23:59:59
3279,233.3,231.22,236.5,227.35,32170258945.3,138913060,2020-08-21 00:00:00,2020-08-21 23:59:59
3280,232.5,231.81,233.7,230.2,10345016893.4,44546800,2020-08-24 00:00:00,2020-08-24 23:59:59
3281,232.3,228.08,232.97,226.9,13519382620.3,58979870,2020-08-25 00:00:00,2020-08-25 23:59:59
3282,228.3,227.8,229.4,224.7,17191544879.4,75779450,2020-08-26 00:00:00,2020-08-26 23:59:59
3283,227.87,226.23,229.98,225.6,11613583692.0,51031070,2020-08-27 00:00:00,2020-08-27 23:59:59
3284,227.0,226.3,228.1,225.19,9232406392.9,40748090,2020-08-28 00:00:00,2020-08-28 23:59:59
3285,227.0,226.1,229.71,225.0,14071375876.6,62015070,2020-08-31 00:00:00,2020-08-31 23:59:59
3286,226.7,227.64,227.97,226.01,8522787144.6,37550370,2020-09-01 00:00:00,2020-09-01 23:59:59
3287,228.56,222.57,228.75,220.85,17450608746.8,77854040,2020-09-02 00:00:00,2020-09-02 23:59:59
3288,221.67,218.32,224.23,218.0,15382475469.6,69470720,2020-09-03 00:00:00,2020-09-03 23:59:59
3289,218.0,222.21,222.5,216.75,15500726113.3,70670060,2020-09-04 00:00:00,2020-09-04 23:59:59
3290,221.5,221.32,224.2,220.5,13178570253.6,59334960,2020-09-07 00:00:00,2020-09-07 23:59:59
3291,222.0,217.68,222.48,216.29,15302879362.2,70024350,2020-09-08 00:00:00,2020-09-08 23:59:59
3292,217.01,218.0,218.88,216.8,10478057857.9,48062980,2020-09-09 00:00:00,2020-09-09 23:59:59
3293,218.24,220.6,222.15,215.79,15594540161.9,71198540,2020-09-10 00:00:00,2020-09-10 23:59:59
3294,221.46,221.07,223.15,219.75,10116610895.1,45688920,2020-09-11 00:00:00,2020-09-11 23:59:59
3295,222.31,227.37,227.54,222.13,14157337173.7,62906200,2020-09-14 00:00:00,2020-09-14 23:59:59
3296,228.22,231.5,231.95,227.39,14255629551.8,61905270,2020-09-15 00:00:00,2020-09-15 23:59:59
3297,231.72,231.06,232.6,230.15,9156984436.9,39605930,2020-09-16 00:00:00,2020-09-16 23:59:59
3298,229.1,231.46,231.75,228.57,11305308495.3,49126710,2020-09-17 00:00:00,2020-09-17 23:59:59
3299,232.0,230.3,232.59,229.0,12588932834.6,54624840,2020-09-18 00:00:00,2020-09-18 23:59:59
3300,229.88,226.25,230.07,223.49,15914876384.9,70303620,2020-09-21 00:00:00,2020-09-21 23:59:59
3301,226.0,229.88,230.28,225.46,15206482113.8,66622080,2020-09-22 00:00:00,2020-09-22 23:59:59
3302,230.02,228.5,232.1,227.61,16403578895.1,71299220,2020-09-23 00:00:00,2020-09-23 23:59:59
3303,227.63,228.17,231.1,225.75,18732362394.8,81995110,2020-09-24 00:00:00,2020-09-24 23:59:59
3304,229.0,228.24,229.3,226.25,13705991460.3,60248340,2020-09-25 00:00:00,2020-09-25 23:59:59
3305,228.79,228.63,229.55,227.35,14741456973.9,64519830,2020-09-28 00:00:00,2020-09-28 23:59:59
3306,228.88,225.48,228.88,223.1,20396145374.2,90417190,2020-09-29 00:00:00,2020-09-29 23:59:59
3307,224.5,229.14,230.75,223.25,17872440194.2,78604470,2020-09-30 00:00:00,2020-09-30 23:59:59
3308,229.08,227.23,229.9,226.86,17791063640.7,77828210,2020-10-01 00:00:00,2020-10-01 23:59:59
3309,210.4,208.8,211.39,206.5,23838847083.7,114322450,2020-10-02 00:00:00,2020-10-02 23:59:59
3310,209.65,208.89,210.69,207.72,9513875234.4,45601880,2020-10-05 00:00:00,2020-10-05 23:59:59
3311,209.0,211.18,212.99,208.35,18494841962.5,87529560,2020-10-06 00:00:00,2020-10-06 23:59:59
3312,211.3,210.6,212.66,209.03,13059113369.6,62052620,2020-10-07 00:00:00,2020-10-07 23:59:59
3313,211.2,207.97,211.43,207.26,10346732010.9,49545460,2020-10-08 00:00:00,2020-10-08 23:59:59
3314,208.47,205.38,208.96,204.4,13514648160.3,65518060,2020-10-09 00:00:00,2020-10-09 23:59:59
3315,205.97,206.18,208.49,204.57,10804190710.5,52321380,2020-10-12 00:00:00,2020-10-12 23:59:59
3316,205.92,205.03,207.64,204.77,9481495812.4,46023280,2020-10-13 00:00:00,2020-10-13 23:59:59
3317,205.06,207.83,208.0,204.78,9685023432.1,46840170,2020-10-14 00:00:00,2020-10-14 23:59:59
3318,207.46,203.85,207.57,201.95,15627615937.8,76502030,2020-10-15 00:00:00,2020-10-15 23:59:59
3319,204.02,201.17,204.25,200.5,13392342059.7,66258500,2020-10-16 00:00:00,2020-10-16 23:59:59
3320,201.55,202.78,204.0,201.55,9616800475.9,47421400,2020-10-19 00:00:00,2020-10-19 23:59:59
3321,203.0,209.54,209.76,202.5,16761624910.9,80919110,2020-10-20 00:00:00,2020-10-20 23:59:59
3322,210.04,210.33,213.25,208.9,17405263503.0,82509750,2020-10-21 00:00:00,2020-10-21 23:59:59
3323,209.58,210.21,211.53,207.84,9827794477.3,46859510,2020-10-22 00:00:00,2020-10-22 23:59:59
3324,210.0,214.5,214.73,209.15,16035135288.8,75361490,2020-10-23 00:00:00,2020-10-23 23:59:59
3325,213.4,211.1,214.45,210.5,12523196337.9,58921210,2020-10-26 00:00:00,2020-10-26 23:59:59
3326,211.5,207.64,212.29,206.66,12740888699.7,61084680,2020-10-27 00:00:00,2020-10-27 23:59:59
3327,206.94,204.73,206.94,202.3,14346698389.2,70171420,2020-10-28 00:00:00,2020-10-28 23:59:59
3328,206.5,205.58,207.33,203.64,18784577809.2,91505270,2020-10-29 00:00:00,2020-10-29 23:59:59
3329,203.62,200.99,204.84,200.61,16956465782.8,83659620,2020-10-30 00:00:00,2020-10-30 23:59:59
3330,200.45,204.5,204.59,196.15,16569318135.9,82335660,2020-11-02 00:00:00,2020-11-02 23:59:59
3331,205.7,209.2,211.11,203.8,18755423471.8,90368710,2020-11-03 00:00:00,2020-11-03 23:59:59
3332,214.4,216.7,218.65,211.43,32864048096.0,152554980,2020-11-05 00:00:00,2020-11-05 23:59:59
3333,215.8,217.5,218.29,213.0,20569505846.9,94997390,2020-11-06 00:00:00,2020-11-06 23:59:59
3334,220.0,228.05,231.3,218.7,49040624016.0,217536750,2020-11-09 00:00:00,2020-11-09 23:59:59
3335,227.0,236.1,237.6,226.27,53418710876.7,229603230,2020-11-10 00:00:00,2020-11-10 23:59:59
3336,237.0,244.2,245.98,236.89,56981091002.2,234843470,2020-11-11 00:00:00,2020-11-11 23:59:59
3337,243.31,242.08,245.72,240.22,36869870227.7,151436920,2020-11-12 00:00:00,2020-11-12 23:59:59
3338,242.01,242.99,244.14,238.62,25594975927.1,106150870,2020-11-13 00:00:00,2020-11-13 23:59:59
3339,244.14,247.99,248.73,244.0,28152563676.1,113945190,2020-11-16 00:00:00,2020-11-16 23:59:59
3340,248.0,245.7,249.84,243.41,23346224330.0,94918470,2020-11-17 00:00:00,2020-11-17 23:59:59
3341,245.1,242.71,247.23,242.59,14733578918.6,60088940,2020-11-18 00:00:00,2020-11-18 23:59:59
3342,242.5,240.27,243.49,237.34,23265463603.1,97143730,2020-11-19 00:00:00,2020-11-19 23:59:59
3343,239.58,239.42,240.77,236.57,11633833057.0,48799870,2020-11-20 00:00:00,2020-11-20 23:59:59
3344,240.45,239.7,243.87,238.52,18049549354.9,74832280,2020-11-23 00:00:00,2020-11-23 23:59:59
3345,241.65,247.33,247.85,239.57,20602954853.6,84515780,2020-11-24 00:00:00,2020-11-24 23:59:59
3346,248.0,251.91,252.2,246.55,33360645434.4,133397740,2020-11-25 00:00:00,2020-11-25 23:59:59
3347,252.3,250.1,252.88,247.44,19957536265.9,79917590,2020-11-26 00:00:00,2020-11-26 23:59:59
3348,250.3,251.59,252.26,248.03,12861398290.8,51431130,2020-11-27 00:00:00,2020-11-27 23:59:59
3349,249.72,249.63,251.0,245.98,27926253239.0,112141620,2020-11-30 00:00:00,2020-11-30 23:59:59
3350,250.75,260.81,260.99,249.8,33797756819.2,132069500,2020-12-01 00:00:00,2020-12-01 23:59:59
3351,260.05,264.06,264.99,258.8,24485196875.8,93452130,2020-12-02 00:00:00,2020-12-02 23:59:59
3352,264.5,263.14,264.63,260.85,16359009602.9,62240840,2020-12-03 00:00:00,2020-12-03 23:59:59
3353,264.63,270.0,270.84,264.5,25436065778.4,94637930,2020-12-04 00:00:00,2020-12-04 23:59:59
3354,269.0,274.36,276.13,268.1,25943614759.1,94793660,2020-12-07 00:00:00,2020-12-07 23:59:59
3355,274.5,275.49,276.66,271.52,21641376994.2,78859920,2020-12-08 00:00:00,2020-12-08 23:59:59
3356,276.4,276.89,279.42,275.87,20456907403.1,73639980,2020-12-09 00:00:00,2020-12-09 23:59:59
3357,276.55,282.2,282.2,275.2,21123931442.1,75658690,2020-12-10 00:00:00,2020-12-10 23:59:59
3358,282.5,283.73,284.6,279.78,21506659116.0,76101950,2020-12-11 00:00:00,2020-12-11 23:59:59
3359,285.01,279.95,287.74,277.1,25581080169.8,90415250,2020-12-14 00:00:00,2020-12-14 23:59:59
3360,278.53,278.7,283.76,276.07,23511052595.1,84193230,2020-12-15 00:00:00,2020-12-15 23:59:59
3361,278.0,278.35,280.84,276.14,15220154497.2,54748960,2020-12-16 00:00:00,2020-12-16 23:59:59
3362,279.81,278.5,285.16,276.54,25872189748.4,92138550,2020-12-17 00:00:00,2020-12-17 23:59:59
3363,277.22,270.16,277.4,268.52,27030760585.1,99271840,2020-12-18 00:00:00,2020-12-18 23:59:59
3364,266.2,261.79,267.34,259.7,31683374762.3,120517950,2020-12-21 00:00:00,2020-12-21 23:59:59
3365,259.55,262.04,267.42,257.05,27826353526.9,105490480,2020-12-22 00:00:00,2020-12-22 23:59:59
3366,262.25,270.1,270.29,260.22,18051634580.6,67938790,2020-12-23 00:00:00,2020-12-23 23:59:59
3367,271.98,269.32,272.82,267.13,11504527659.8,42614450,2020-12-24 00:00:00,2020-12-24 23:59:59
3368,269.97,270.64,271.0,268.28,3235057865.1,11989750,2020-12-25 00:00:00,2020-12-25 23:59:59
3369,270.9,274.7,275.19,269.73,10633510029.9,39043430,2020-12-28 00:00:00,2020-12-28 23:59:59
3370,275.91,272.0,276.43,271.26,10692369375.8,39021610,2020-12-29 00:00:00,2020-12-29 23:59:59
3371,272.49,271.65,274.24,270.12,8575812006.4,31530660,2020-12-30 00:00:00,2020-12-30 23:59:59
3372,274.67,272.0,276.6,270.61,13434542974.0,48922920,2021-01-04 00:00:00,2021-01-04 23:59:59
3373,272.69,275.2,275.7,270.28,12449940093.5,45583910,2021-01-05 00:00:00,2021-01-05 23:59:59
